lei_number,url,Legal Name,Language Code,Other Entity Names,Legal Address (English),Headquarters Address (English),Legal Jurisdiction Country,Legal Jurisdiction Region,Registration Authority,Registration Authority ID,Registration Authority Entity ID,Entity Legal Form Code,Entity Category,Entity Status,Entity Creation Date
549300EWL25M8JXH2R78,https://lei.bloomberg.com/leis/view/549300EWL25M8JXH2R78,OneAZ Credit Union,en,"Other Entity Name 1
Name
ARIZONA STATE CREDIT UNION
Type
PREVIOUS_LEGAL_NAME","2355 W PINNACLE PEAK RD
PHOENIX, Arizona (US-AZ), 85027-1261
UNITED STATES","2355 West Pinnacle Peak Road
Phoenix, Arizona (US-AZ), 85027-1261
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),61315,Credit Union (14OD),GENERAL,ACTIVE,"1972-01-01 00:00:00
Website
www.oneazcu.com"
9845001DAE89414CBB55,https://lei.bloomberg.com/leis/view/9845001DAE89414CBB55,"ZIPPY LOANS, LLC","en
Legal Address
108 LAKELAND AVE.
DOVER, Delaware (US-DE), 19901
UNITED STATES
Headquarters Address
2807 ALLEN ST
DALLAS, Texas (US-TX), 75204
UNITED STATES",,,,UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",6049033,Limited Liability Company (HZEH),GENERAL,ACTIVE,2021-07-12 00:00:00
2549002YTHQ90AS4OM73,https://lei.bloomberg.com/leis/view/2549002YTHQ90AS4OM73,"M2 LENDING SOLUTIONS, LLC",en,,"C/O Chris Murphy
2000 S Colorado Blvd
TWR 3
Ste 950
Denver, Colorado (US-CO), 80222
UNITED STATES","2000 S Colorado Blvd
TWR 3
Ste 950
Denver, Colorado (US-CO), 80222
UNITED STATES",UNITED STATES (US),Colorado (US-CO),,(US-CO): Business Division of the Secretary of State’s office (RA000599),20021269767,Limited Liability Company (L10T),GENERAL,ACTIVE,"2002-09-30 00:00:00
Website
www.m2ls.net"
25490018IFQOT83Q7H49,https://lei.bloomberg.com/leis/view/25490018IFQOT83Q7H49,"GO MORTGAGE, LLC",en,"Other Entity Name 1
Name
GSF Mortgage Corporation
Type
PREVIOUS_LEGAL_NAME","C/O Corporation Service Company
251 Little Falls Drive
Wilmington, Delaware (US-DE), 19808
UNITED STATES","15430 W. Capitol Drive
Brookfield, Wisconsin (US-WI), 53005
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",2479046,Limited Liability Company (HZEH),GENERAL,ACTIVE,"1995-02-08 00:00:00
Website
gomortgage.com"
2549004FXPNKCLIN8250,https://lei.bloomberg.com/leis/view/2549004FXPNKCLIN8250,"Synergy One Lending, Inc.",en,,"C/O PARACORP INCORPORATED
2140 S DUPONT HWY
CAMDEN, Delaware (US-DE), 19934
UNITED STATES","3131 Camino Del Rio N.
Suite 150
San Diego, California (US-CA), 92108
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",7564534,Corporation (XTIQ),GENERAL,ACTIVE,"2019-08-16 00:00:00
Website
www.s1l.com"
549300T5QSL6MC8M4D04,https://lei.bloomberg.com/leis/view/549300T5QSL6MC8M4D04,"NORWICH COMMERCIAL GROUP, INC.",en,"Other Entity Name 1
Name
Norcom Mortgage
Type
TRADING_OR_OPERATING_NAME","C/O PHILLIP DEFRONZO
38 SECURITY DRIVE
AVON, Connecticut (US-CT), 06001
UNITED STATES","38 SECURITY DRIVE
AVON, Connecticut (US-CT), 06001
UNITED STATES",UNITED STATES (US),Connecticut (US-CT),,(US-CT): Secretary of the State's Commercial Recording Division (RA000600),232825,Stock Corporation (JKOT),GENERAL,ACTIVE,"1989-04-12 00:00:00
Website
https://norcommortgage.com/"
5493000XC2Y1SLXRQP11,https://lei.bloomberg.com/leis/view/5493000XC2Y1SLXRQP11,"INFINITY EQUITY GROUP, INC.",en,,"C/O PARACORP INCORPORATED
2804 GATEWAY OAKS DR #100
SACRAMENTO, California (US-CA), 95833
UNITED STATES","2285 Hilltop Drive
Suite 100
Redding, California (US-CA), 96002
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),C2693496,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,
254900IHP9HX92C8DX39,https://lei.bloomberg.com/leis/view/254900IHP9HX92C8DX39,Frontier Bank of Texas,en,,"1213 Highway 290
Elgin, Texas (US-TX), 78621-2018
UNITED STATES","1213 Highway 290
Elgin, Texas (US-TX), 78621-2018
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),317612,Commercial Bank (HTV5),GENERAL,ACTIVE,2007-06-11 00:00:00
549300SEIRB4CK6DTC04,https://lei.bloomberg.com/leis/view/549300SEIRB4CK6DTC04,The First National Bank of Commerce,en,"Other Entity Name 1
Name
The First National Bank of Lawrence County at Walnut Ridge
Type
PREVIOUS_LEGAL_NAME","206 W Main St
Walnut Ridge, Arkansas (US-AR), 72476
UNITED STATES","206 W Main St
Walnut Ridge, Arkansas (US-AR), 72476
UNITED STATES",UNITED STATES (US),Arkansas (US-AR),,Federal Deposit Insurance Corporation (RA000744),3896,Commercial Bank (JR6U),GENERAL,ACTIVE,"1919-03-27 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2024-09-15 00:00:00
Recorded Date
2024-09-19 15:01:11
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
5493009JZ6NIQL6RQT28,https://lei.bloomberg.com/leis/view/5493009JZ6NIQL6RQT28,HIGHMARK Federal Credit Union,en,"Other Entity Name 1
Name
HIGHMARK
Type
PREVIOUS_LEGAL_NAME","725 5th St
Rapid City, South Dakota (US-SD), 57701
UNITED STATES","725 5th Street
Rapid City, South Dakota (US-SD), 57701
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),4122,Federal Savings Association (380O),GENERAL,ACTIVE,1939-12-31 00:00:00
254900U2ZPLWQTSD3158,https://lei.bloomberg.com/leis/view/254900U2ZPLWQTSD3158,Orion Federal Credit Union,en,,"400 Monroe Avenue
Memphis, Tennessee (US-TN), 38103
UNITED STATES","400 Monroe Avenue
Memphis, Tennessee (US-TN), 38103
UNITED STATES",UNITED STATES (US),Tennessee (US-TN),,National Credit Union Administration (RA000745),24831,"Other (8888)
Other Legal Form
Credit Union",GENERAL,ACTIVE,
549300IS603VHWV5ZJ45,https://lei.bloomberg.com/leis/view/549300IS603VHWV5ZJ45,SUN COMMUNITY FEDERAL CREDIT UNION,en,,"1068 Broadway Ave
El Centro, California (US-CA), 92243-2315
UNITED STATES","1068 Broadway Ave
El Centro, California (US-CA), 92243-2315
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),9296,Credit Union (14OD),GENERAL,ACTIVE,"1954-01-01 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-04-21 00:00:00
Recorded Date
2024-05-22 00:30:47
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED"
549300XLRD9QLLJRCB89,https://lei.bloomberg.com/leis/view/549300XLRD9QLLJRCB89,GREYLOCK FEDERAL CREDIT UNION,en,"Other Entity Name 1
Name
GREYLOCK
Type
PREVIOUS_LEGAL_NAME","150 West St
Pittsfield, Massachusetts (US-MA), 01201
UNITED STATES","150 West St
Pittsfield, Massachusetts (US-MA), 01201
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24560,Credit Union (14OD),GENERAL,ACTIVE,1995-11-16 00:00:00
549300URHBBJ2KIQ3616,https://lei.bloomberg.com/leis/view/549300URHBBJ2KIQ3616,Foresight Bank,en,"Other Entity Name 1
Name
The First National Bank of Plainview
Type
PREVIOUS_LEGAL_NAME","138 West Broadway
Plainview, Minnesota (US-MN), 55964
UNITED STATES","138 West Broadway
Plainview, Minnesota (US-MN), 55964
UNITED STATES",UNITED STATES (US),Minnesota (US-MN),,Federal Deposit Insurance Corporation (RA000744),5229,Commercial Bank (6VCW),GENERAL,ACTIVE,1902-06-06 23:59:50
549300QWJ3UDIX8KBP64,https://lei.bloomberg.com/leis/view/549300QWJ3UDIX8KBP64,Generations Bank,"en
Legal Address
3710 W Southern Hills Blvd
Rogers, Arkansas (US-AR), 72758
UNITED STATES
Headquarters Address
3710 W Southern Hills Blvd
Rogers, Arkansas (US-AR), 72758
UNITED STATES",,,,UNITED STATES (US),Arkansas (US-AR),,Federal Deposit Insurance Corporation (RA000744),88,Commercial Bank (JR6U),GENERAL,ACTIVE,1907-10-08 00:00:00
549300I0JGZE27J13Z50,https://lei.bloomberg.com/leis/view/549300I0JGZE27J13Z50,NEIGHBORHOOD,en,,"13649 Montfort Dr
Dallas, Texas (US-TX), 75240-2521
UNITED STATES","13651 Montfort Drive
Dallas, Texas (US-TX), 75240-2521
UNITED STATES",UNITED STATES (US),Texas (US-TX),,National Credit Union Administration (RA000745),67681,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,
549300SQ82MLLWN3PD61,https://lei.bloomberg.com/leis/view/549300SQ82MLLWN3PD61,Idaho First Bank,en,,"475 East Deinhard Lane
McCall, Idaho (US-ID), 83638
UNITED STATES","475 East Deinhard Lane
McCall, Idaho (US-ID), 83638
UNITED STATES",UNITED STATES (US),Idaho (US-ID),,Federal Deposit Insurance Corporation (RA000744),58095,Commercial Bank (H1J5),GENERAL,ACTIVE,2005-09-30 00:00:00
549300XBOKNEE2CQJL92,https://lei.bloomberg.com/leis/view/549300XBOKNEE2CQJL92,"AUGUSTA FINANCIAL, INC.",en,,"C/O MICHAEL JOSEPH MEENA
25129 THE OLD RD
STE 350
SANTA CLARITA, California (US-CA), 91381
UNITED STATES","25129 THE OLD RD
STE 350
SANTA CLARITA, California (US-CA), 91381
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),C1786482,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"1996-06-28 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-06-13 00:00:00
Recorded Date
2022-09-07 08:42:37
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
254900E9QYJ6OX8QXL76,https://lei.bloomberg.com/leis/view/254900E9QYJ6OX8QXL76,SouthPoint Bank,en,,"3501 Grandview Parkway
Suite 140
Birmingham, Alabama (US-AL), 35243
UNITED STATES","3501 Grandview Parkway
Suite 140
Birmingham, Alabama (US-AL), 35243
UNITED STATES",UNITED STATES (US),Alabama (US-AL),,(US-AL): Secretary of State (RA000595),243-721,For-Profit Corporation (HFGV),GENERAL,"ACTIVE
Website
www.southpointbanking.com",
254900LTD432L5CHIZ48,https://lei.bloomberg.com/leis/view/254900LTD432L5CHIZ48,HOME MORTGAGE ALLIANCE CORPORATION (HMAC),en,,"C/O CSC - LAWYERS INCORPORATING SERVICE
2710 GATEWAY OAKS DRIVE
SACRAMENTO, California (US-CA), 95833
UNITED STATES","4 HUTTON CENTRE DRIVE
SUITE 500
SANTA ANA, California (US-CA), 92707
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),3550053,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"2013-02-25 00:00:00
Website
www.homemac.com"
549300VRH8KD60XSZK39,https://lei.bloomberg.com/leis/view/549300VRH8KD60XSZK39,"AgHeritage Farm Credit Services, ACA",en,"Other Entity Name 1
Name
AgHeritage Farm Credit Services, FLCA
Type
PREVIOUS_LEGAL_NAME","119 East Third Street, Suite 200
Little Rock, Arkansas (US-AR), 72201
UNITED STATES","119 East Third Street, Suite 200
Little Rock, Arkansas (US-AR), 72201
UNITED STATES",UNITED STATES (US),Arkansas (US-AR),,No registration authority for this entity (RA999999),,"Other (8888)
Other Legal Form
Association",GENERAL,ACTIVE,2000-12-31 05:00:00
549300FZJCP0WM3QJH15,https://lei.bloomberg.com/leis/view/549300FZJCP0WM3QJH15,Peapack Private Bank & Trust,en,"Other Entity Name 1
Name
Peapack-Gladstone Bank
Type
PREVIOUS_LEGAL_NAME","500 Hills Drive Suite 300
Bedminster, New Jersey (US-NJ), 07921
UNITED STATES","500 Hills Drive
Suite 300
Bedminster, New Jersey (US-NJ), 07921
UNITED STATES",UNITED STATES (US),New Jersey (US-NJ),,Federal Deposit Insurance Corporation (RA000744),11035,Commercial Bank (G42I),GENERAL,ACTIVE,"1921-09-21 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2024-10-31 00:00:00
Recorded Date
2025-01-09 22:36:57
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-03-23 00:00:00
Recorded Date
2023-01-26 05:59:13
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
254900EKE4KU163TA318,https://lei.bloomberg.com/leis/view/254900EKE4KU163TA318,American Broadcast Employees Federal Credit Union,en,,"7 Front St
Rockville Centre, New York (US-NY), 11570
UNITED STATES","7 Front St
Rockville Centre, New York (US-NY), 11570
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),18273,Credit Union (14OD),GENERAL,ACTIVE,"1967-01-01 00:00:00
Website
www.abefcu.org"
5493006PPKT0LNNVOC35,https://lei.bloomberg.com/leis/view/5493006PPKT0LNNVOC35,Feliciana Bank & Trust Company,en,,"10926 Plank Road
Clinton, Louisiana (US-LA), 70722
UNITED STATES","10926 Plank Road
Clinton, Louisiana (US-LA), 70722
UNITED STATES",UNITED STATES (US),Louisiana (US-LA),,Federal Deposit Insurance Corporation (RA000744),1380,Commercial Bank (TZDZ),GENERAL,ACTIVE,1904-01-20 00:00:00
5493003XFPPSO0JVIB33,https://lei.bloomberg.com/leis/view/5493003XFPPSO0JVIB33,"DUTCH POINT CREDIT UNION, INC.",en,"Other Entity Name 1
Name
The Dutch Point Credit Union, Inc.
Type
PREVIOUS_LEGAL_NAME","195 Silas Deane Hwy
Wethersfield, Connecticut (US-CT), 06109-1240
UNITED STATES","195 Silas Deane Hwy
Wethersfield, Connecticut (US-CT), 06109-1240
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),60457,Credit Union (14OD),GENERAL,ACTIVE,"1960-01-01 00:00:00
Website
https://www.dutchpoint.org/
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_LEGAL_NAME
Effective Date
2024-10-28 00:00:00
Recorded Date
2024-10-28 18:36:55
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_FORM
Effective Date
2024-10-28 00:00:00
Recorded Date
2024-10-28 18:36:55
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
5493002N80S5V3OY3S68,https://lei.bloomberg.com/leis/view/5493002N80S5V3OY3S68,"GROUP MORTGAGE, LLC",en,,"C/O THE CORPORATION TRUST COMPANY
CORPORATION TRUST CENTER
1209 ORANGE ST
WILMINGTON, Delaware (US-DE), 19801
UNITED STATES","2803 EAST HARMONY ROAD
FORT COLLINS, Colorado (US-CO), 80528
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",5459870,Limited Liability Company (HZEH),GENERAL,ACTIVE,2014-02-17 00:00:00
254900UR7PKXXBLHG019,https://lei.bloomberg.com/leis/view/254900UR7PKXXBLHG019,Homeland Mortgage Company,en,,"C/O Zhu Chen
5757 S Cass Ave
Westmont, Illinois (US-IL), 60559
UNITED STATES","5757 S Cass Ave
Westmont, Illinois (US-IL), 60559
UNITED STATES",UNITED STATES (US),Illinois (US-IL),,(US-IL): Business Services (Office of the Secretary of State) (RA000608),62122595,Business Corporation (AZUK),GENERAL,ACTIVE,"2002-03-15 00:00:00
Website
www.ihomeland.net"
5493000XBNMBCC02KC17,https://lei.bloomberg.com/leis/view/5493000XBNMBCC02KC17,"STONEWOOD HOME LENDING, LLC",en,"Other Entity Name 1
Name
ASCENT HOME LENDING, LLC
Type
PREVIOUS_LEGAL_NAME","C/O C T CORPORATION SYSTEM
1999 BRYAN STREET
SUITE 900
DALLAS, Texas (US-TX), 75201
UNITED STATES","4400 TRES LAGOS BLVD
BLDG 700
SUITE 780
MCALLEN, Texas (US-TX), 78504
UNITED STATES",UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),801722398,Limited Liability Company (WYG5),GENERAL,ACTIVE,"2013-01-24 00:00:00
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2024-07-19 00:00:00
Recorded Date
2024-08-13 00:06:09
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-08-22 00:00:00
Recorded Date
2023-08-22 20:46:42
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED
Legal Entity Event 3
Event Type
CHANGE_HQ_ADDRESS
Effective Date
2023-08-17 00:00:00
Recorded Date
2023-08-17 20:05:39
Validation Documents
REGULATORY_FILING
Event Status
COMPLETED"
549300H6J0XZXQGKDW16,https://lei.bloomberg.com/leis/view/549300H6J0XZXQGKDW16,U.S. EAGLE,en,"Other Entity Name 1
Name
U.S. Eagle Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","3939 Osuna Rd NE
Albuquerque, New Mexico (US-NM), 87109-4431
UNITED STATES","3939 Osuna Road North East
Albuquerque, New Mexico (US-NM), 87109
UNITED STATES",UNITED STATES (US),New Mexico (US-NM),,National Credit Union Administration (RA000745),808,"Other (8888)
Other Legal Form
COMPANY",GENERAL,ACTIVE,2017-05-18 00:00:00
254900VELJPWWT51WN03,https://lei.bloomberg.com/leis/view/254900VELJPWWT51WN03,Generations Bank,"en
Legal Address
1350 BAYSHORE HIGHWAY
STE 740
BURLINGAME, California (US-CA), 94010
UNITED STATES
Headquarters Address
1350 BAYSHORE HIGHWAY
STE 740
BURLINGAME, California (US-CA), 94010
UNITED STATES",,,,UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),2734175,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,2005-02-24 00:00:00
5493002GI63WHHUTUD85,https://lei.bloomberg.com/leis/view/5493002GI63WHHUTUD85,"KEYSTONE FUNDING, INC.",en,,"C/O REGISTERED AGENT SOLUTIONS, INC.
9 E. LOOCKERMAN STREET SUITE 311
DOVER, Delaware (US-DE), 19901
UNITED STATES","519 S. RED HAVEN LANE
DOVER, Delaware (US-DE), 19901
UNITED STATES",UNITED STATES (US),Delaware (US-DE),,"(US-DE): Division of Corporations, Department of State (RA000602)",4922453,Corporation (XTIQ),GENERAL,ACTIVE,
254900AASWOQ6SVWCG44,https://lei.bloomberg.com/leis/view/254900AASWOQ6SVWCG44,Tulsa Federal Credit Union,en,,"9323 E 21st St
Tulsa, Oklahoma (US-OK), 74129
UNITED STATES","9323 E 21st St
Tulsa, Oklahoma (US-OK), 74129
UNITED STATES",UNITED STATES (US),Oklahoma (US-OK),,National Credit Union Administration (RA000745),24812,Not-for-profit Corporation (VJXH),GENERAL,"ACTIVE
Website
www.tulsafederalcu.org",
254900XS6ZEOAD9Q6N72,https://lei.bloomberg.com/leis/view/254900XS6ZEOAD9Q6N72,We Florida Financial,en,,"1982 N State Rd 7
Fort Lauderdale, Florida (US-FL), 33304
UNITED STATES","1982 N State Rd 7
Fort Lauderdale, Florida (US-FL), 33304
UNITED STATES",UNITED STATES (US),Florida (US-FL),,(US-FL): Florida Division of Corporations (RA000603),T15000001061,Non-Profit Corporation (3N55),GENERAL,ACTIVE,"2015-10-09 00:00:00
Website
www.wefloridafinancial.com"
549300LXUXE7P1Q87D65,https://lei.bloomberg.com/leis/view/549300LXUXE7P1Q87D65,The First National Bank of Peterstown,en,,"380 Market Street
Peterstown, West Virginia (US-WV), 24963
UNITED STATES","380 Market Street
Peterstown, West Virginia (US-WV), 24963
UNITED STATES",UNITED STATES (US),,,Federal Deposit Insurance Corporation (RA000744),6787,National Bank (62VJ),GENERAL,ACTIVE,"1910-01-27 00:00:00
Website
fnbp.com"
254900GRDRKSA8ZPAJ55,https://lei.bloomberg.com/leis/view/254900GRDRKSA8ZPAJ55,Traditions Bank,en,,"109 2nd Ave NW
Cullman, Alabama (US-AL), 35055
UNITED STATES","109 2nd Ave NW
Cullman, Alabama (US-AL), 35055
UNITED STATES",UNITED STATES (US),Alabama (US-AL),,Federal Deposit Insurance Corporation (RA000744),57554,Commercial Bank (QUNR),GENERAL,ACTIVE,2003-08-04 00:00:00
549300XVX388NW99XE16,https://lei.bloomberg.com/leis/view/549300XVX388NW99XE16,ESSENTIAL,en,"Other Entity Name 1
Name
Essential Federal Credit Union
Type
PREVIOUS_LEGAL_NAME","2370 Towne Center BLVD
Baton Rouge, Louisiana (US-LA), 70806
UNITED STATES","2370 Towne Center Boulevard
2nd Floor
Baton Rouge, Louisiana (US-LA), 70806
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),20972,Credit Union (14OD),GENERAL,,"1972-05-04 00:00:00
Successor Entity
Successor LEI
2549004JE61TGJKFJQ92"
8945002AZSML1PBU6N20,https://lei.bloomberg.com/leis/view/8945002AZSML1PBU6N20,EDUCATORS CREDIT UNION,"en
Legal Address
501 W STATE Highway 6
WACO, 76430
UNITED STATES
Headquarters Address
501 W STATE Highway 6
WACO, 76430
UNITED STATES",,,,UNITED STATES (US),Texas (US-TX),,(US-TX): Corporations Section (Texas Secretary of State) (RA000637),67611,credit union (828X),GENERAL,ACTIVE,1964-05-13 21:00:00
549300JDJ660YLLPS872,https://lei.bloomberg.com/leis/view/549300JDJ660YLLPS872,"Williamstown Bank, Inc.",en,,"435 Highland Avenue
Williamstown, West Virginia (US-WV), 26187
UNITED STATES","435 Highland Avenue
Williamstown, West Virginia (US-WV), 26187
UNITED STATES",UNITED STATES (US),West Virginia (US-WV),,Federal Deposit Insurance Corporation (RA000744),14744,Commercial Bank (O1EZ),GENERAL,ACTIVE,1919-01-01 00:00:00
549300U1HSN2YJRJ0U33,https://lei.bloomberg.com/leis/view/549300U1HSN2YJRJ0U33,TEXAR FEDERAL CREDIT UNION,en,,"2301 RICHMOND RD
TEXARKANA, Texas (US-TX), 75503
UNITED STATES","2301 RICHMOND RD
TEXARKANA, Texas (US-TX), 75503
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),24567,Federal Savings Association (380O),GENERAL,ACTIVE,"1973-09-13 00:00:00
Website
https://www.gotexar.com/"
549300LX1HMON836J004,https://lei.bloomberg.com/leis/view/549300LX1HMON836J004,The First National Bank Of Milaca,"en
Legal Address
190 2nd Avenue South West
Milaca, Minnesota (US-MN), 56353
UNITED STATES
Headquarters Address
190 2nd Avenue South West
Milaca, Minnesota (US-MN), 56353
UNITED STATES",,,,UNITED STATES (US),,,Office of the Comptroller of the Currency (RA000792),9050,National Bank (62VJ),GENERAL,ACTIVE,1897-08-23 23:00:00
254900F4CV5EF7UPS652,https://lei.bloomberg.com/leis/view/254900F4CV5EF7UPS652,SunWest Federal Credit Union,en,,"5323 N 99th Ave
Ste 220
Glendale, Arizona (US-AZ), 85305-2224
UNITED STATES","11839 N 28th Dr
Phoenix, Arizona (US-AZ), 85029-3313
UNITED STATES",UNITED STATES (US),,,National Credit Union Administration (RA000745),2226,Credit Union (14OD),GENERAL,ACTIVE,"1937-06-18 00:00:00
Website
https://www.mysunwest.com/"
549300R0QZYJMOBCNI97,https://lei.bloomberg.com/leis/view/549300R0QZYJMOBCNI97,ST FIN CORP,en,,"C/O MAX ANTONIO SANDOVAL
23330 MILL CREEK
SUITE 250
LAGUNA HILLS, California (US-CA), 92651
UNITED STATES","23330 MILL CREEK
SUITE 250
LAGUNA HILLS, California (US-CA), 92653
UNITED STATES",UNITED STATES (US),California (US-CA),,(US-CA): Secretary of State (RA000598),2422474,For-Profit Corporation General Stock (H1UM),GENERAL,ACTIVE,"2002-07-02 00:00:00
Website
www.starfincorp.com
Legal Entity Events
Legal Entity Event 1
Event Type
CHANGE_OTHER_NAMES
Effective Date
2021-01-01 00:00:00
Recorded Date
2023-11-16 19:29:04
Validation Documents
OTHER_OFFICIAL_DOCUMENTS
Event Status
COMPLETED
Legal Entity Event 2
Event Type
CHANGE_LEGAL_ADDRESS
Effective Date
2022-11-30 00:00:00
Recorded Date
2023-01-08 13:41:12
Validation Documents
SUPPORTING_DOCUMENTS
Event Status
COMPLETED"
